bom_id,imdb_id,title,actor_1,actor_2,actor_3,actor_4,director,writer,producer,cinematographer,editor,production_designer,composer
rl3563554305,tt3608848,NOW: In the Wings on a World Stage (2014),Kevin Spacey,Maureen Anderman,Stephen Lee Anderson,Jeremy Bobb,Jeremy Whelehan,NONE,Jeremy Whelehan,Aadel Nodeh-Farahani,Will Znidaric,NONE,David M Saunders
rl1885373953,tt1885299,Lucky Them (2013),Toni Collette,Thomas Haden Church,Nina Arianda,Oliver Platt,Megan Griffiths,Huck Botko|Caroline Sherman|Emily Wachtel,Adam Gibbs|Amy Hobby|Emily Wachtel,Ben Kutchins,Meg Reticker,John Lavin,Craig Wedren
rl911902209,tt3268458,The Internet's Own Boy: The Story of Aaron Swartz (2014),Aaron Swartz,Tim Berners-Lee,Cindy Cohn,Gabriella Coleman,Brian Knappenberger,Brian Knappenberger,Brian Knappenberger,Lincoln Else|Brian Knappenberger|Scott Sinkler,Jason Decker|Brian Knappenberger|Andy Robertson|Bryan Storkel|Michelle M. Witten,NONE,John Dragonetti
rl1246201345,tt1582465,A Birder's Guide to Everything (2013),Kodi Smit-McPhee,James Le Gros,Daniela Lavender,Katie Chang,Rob Meyer,Rob Meyer|Luke Matheny,Kirsten Duncan Fuller|Lisa K. Jenkins|Dan Lindau|R. Paul Miller,Tom Richmond,Vito DeSario,Elizabeth J. Jones,Jeremy Turner
rl3074655745,tt2651214,American Mustang (2013),Alison Eastwood,Daryl Hannah,Jim Neubert,Luke Neubert,Monty Miranda,Henry Ansbacher|Ellie Phipps Price,Henry Ansbacher,Pablo Berron,David M. Blum|David Dodson,NONE,Ron Fish
rl3729556993,tt1464191,Decoding Annie Parker (2013),Helen Hunt,Samantha Morton,Aaron Paul,Rashida Jones,Steven Bernstein,Adam Bernstein|Steven Bernstein|Michael Moss,Steven Bernstein|Keith Kjarval|Clark Peterson|Stuart W. Ross|Ron Senkowski|Mary Vernieu,Ted Hayash,Douglas Crise,Rob Howeth,Steven Bramson
rl1950582273,tt0058898,Alphaville (1965),Eddie Constantine,Anna Karina,Akim Tamiroff,Valérie Boisgel,Jean-Luc Godard,Jean-Luc Godard|Paul Éluard,André Michelin,Raoul Coutard,Agnès Guillemot,NONE,Paul Misraki
rl1682146817,tt2276069,A Master Builder (2013),Wallace Shawn,Julie Hagerty,Lisa Joyce,Larry Pine,Jonathan Demme,Henrik Ibsen|Wallace Shawn,Rocco Caruso|Andre Gregory|Wallace Shawn,Declan Quinn,Tim Squyres,Eugene Lee,NONE
rl1163101697,tt2417560,Filmistaan (2012),Sharib Hashmi,Inaamulhaq,Kumud Mishra,Gopal Dutt,Nitin Kakkar,Nitin Kakkar,Subhash Chaudhry|Siddharth Roy Kapur|Umesh Pawar|Shaila Tanna,Subhransu,Chandan Arora|Shachindra Vats,Urvi Ashar|Shipra Rawal,Arijit Datta
rl1582925313,tt1691153,Return to the Hiding Place (2013),John Rhys-Davies,Mimi Sagadin,Craig Robert Young,David Thomas Jenkins,Peter C. Spencer|Josiah Spencer,Bart Gavigan|Peter C. Spencer,Petra Spencer Pearce,Philip Roy,Josiah Spencer,James R. Cunningham,Kyle Robertson
rl4265641473,tt3281074,Ai Weiwei: The Fake Case (2013),Weiwei Ai,Andreas Johnsen,Lao Ai,Jerome A. Cohen,Andreas Johnsen,Andreas Johnsen,Katrine A. Sahlstrøm,Andreas Johnsen,Adam Nielsen,NONE,NONE
rl729384449,tt3868452,There's No Place Like Utopia (2014),Jack Cashill,Jerome R. Corsi,Joel Gilbert,David Horowitz,Joel Gilbert,Joel Gilbert,Joel Gilbert,NONE,Paul Belanger|Joel Gilbert,NONE,NONE
rl3612313089,tt3091304,The Dog (2013),John Wojtowicz,Carmen Bifulco,Jeremy Bowker,Liz Debbie Eden,Allison Berg|Frank Keraudren,Allison Berg|Frank Keraudren,Allison Berg|Frank Keraudren,Amanda Micheli,Frank Keraudren,NONE,Mark Dancigers|Troy Herion
rl408651265,tt2322482,If You Build It (2013),Erick Bowen,Rodecoe Dunlow,Kerron Hayes,Anthony Johnson,Patrick Creadon,NONE,"Neal Baer|""Christine OMalley""",George Desort,Nick Andert|Douglas Blush|Daniel J. Clark,NONE,Peter Golub
rl1819051521,tt2290828,Road to Ninja - Naruto the Movie (2012),Junko Takeuchi,Chie Nakamura,Toshiyuki Morikawa,Emi Shinohara,Hayato Date,Masashi Kishimoto|Masashi Kishimoto|Yuka Miyata|Junki Takegami|Masahiro Hikokubo,Jenko Hiroshi|Naoji Hônokidani|Makoto Shiraishi,Atsuho Matsumoto,Seiji Morita|Yukie Oikawa|Yuichi Ono,NONE,Yasuharu Takanashi|Yaiba
rl862422529,tt2446600,Next Goal Wins (2014),Thomas Rongen,Jaiyah Saelua,Nicky Salapu,"""Gene Neemia""",Mike Brett|Steve Jamison,NONE,Mike Brett|Kristian Brodie|Steve Jamison,Steve Jamison,Julian Quantrill,NONE,Roger Goula
rl811238913,tt2352488,Interior. Leather Bar. (2013),Val Lauren,Christian Patrick,James Franco,Travis Mathews,James Franco|Travis Mathews,Travis Mathews,James Franco|Travis Mathews|Iris Torres|Keith Wilson,Samantha Barrows|Seana Carroll|James Franco|Travis Mathews|Keith Wilson,Travis Mathews,NONE,Santiago Latorre
rl994477569,tt1747958,Blood Ties (2013),Clive Owen,Marion Cotillard,Billy Crudup,Mila Kunis,Guillaume Canet,Guillaume Canet|James Gray|Jacques Maillot|Pierre Chosson|Eric Veniard|Bruno Papet|Michel Papet,Alain Attal|Guillaume Canet|John Lesher|Hugo Sélignac|Christopher Woodrow,Christophe Offenstein,Hervé de Luze,Ford Wheeler,Yodelice
rl2776204801,tt2523600,Long Live Freedom (2013),Toni Servillo,Valerio Mastandrea,Valeria Bruni Tedeschi,Michela Cescon,Roberto Andò,Roberto Andò|Roberto Andò|Angelo Pasquini,Angelo Barbagallo,Maurizio Calvesi,Clelio Benevento,Giovanni Carluccio,Marco Betta
rl1465812481,tt2802154,Leviathan (2014),Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,Vladimir Vdovichenkov,Andrey Zvyagintsev,Oleg Negin|Andrey Zvyagintsev,Sergey Melkumov|Alexander Rodnyansky,Mikhail Krichman,Anna Mass,Andrey Ponkratov,Andrey Dergachev|Philip Glass
rl2388624897,tt2340784,The Last of the Unjust (2013),Benjamin Murmelstein,Claude Lanzmann,NONE,NONE,Claude Lanzmann,Claude Lanzmann,David Frenkel|Danny Krausz|Jean Labadie|Kurt Stocker,Caroline Champetier|William Lubtchansky,Chantal Hymans,NONE,NONE
rl423921153,tt3319508,She's Beautiful When She's Angry (2014),Chude Pamela Allen,Alta,Judith Arcana,Nona Willis Aronowitz,Mary Dore,NONE,Mary Dore|Nancy Kennedy,Svetlana Cvetko,Nancy Kennedy|Kate Taverna,NONE,Mark De Gli Antoni
rl4218783233,tt2196055,Teenage (2013),Jena Malone,Ben Whishaw,Julia Hummer,Jessie T. Usher,Matt Wolf,Jon Savage|Jon Savage|Matt Wolf,Ben Howe|Kyle Martin,Nick Bentgen,Joe Beshenkovsky,Inbal Weinberg,Bradford Cox
rl1531676161,tt1951095,Child of God (2013),Scott Haze,Tim Blake Nelson,Jim Parrack,Steve Hunter,James Franco,James Franco|Vince Jolivette|Cormac McCarthy,Caroline Aragon|Vince Jolivette|Miles Levy,Christina Voros,Curtiss Clayton,Kristen Adams,Aaron Embry
rl1079019009,tt2530936,The Expedition to the End of the World (2013),Per Bak Jensen,Jonas Bergsøe,Bo Elberling,Jens Fog Jensen,Daniel Dencik,Daniel Dencik|Michael Haslund-Christensen|Janus Metz,Micheal Haslund|Michael Haslund-Christensen,Torben Forsberg|Valdemar Winge Leisner|Adam Morris Philp|Martin Munch,Rebekka Lønqvist|Per Sandholt,NONE,Mads Heldtberg
rl3594618369,tt2333598,7 Boxes (2012),Celso Franco,Víctor Sosa,Lali Gonzalez,Nico García,Juan Carlos Maneglia|Tana Schémbori,Juan Carlos Maneglia|Tito Chamorro|Tana Schémbori,NONE,Richard Careaga,Juan Carlos Maneglia|Juan Sebastian Zelada,NONE,Fran Villalba
rl2420934145,tt2832470,Dead Snow 2: Red vs. Dead (2014),Vegar Hoel,Ørjan Gamst,Martin Starr,Jocelyn DeBoer,Tommy Wirkola,Tommy Wirkola|Vegar Hoel|Stig Frode Henriksen,Kjetil Omberg|Terje Strømstad,Matthew Weston,Martin Stoltz,Liv Ask,Christian Wibe
rl2254931457,tt3569356,Not Cool (2014),Shane Dawson,Cherami Leigh,Drew Monson,Lisa Schwartz,Shane Dawson,Dan Schoffer,Shane Dawson|Lauren Schnipper|Josh Shader,Frank Paladino,Shane Dawson,Hillary Gurtler,Joseph Carrillo
rl946046465,tt0058203,That Man from Rio (1964),Jean-Paul Belmondo,Françoise Dorléac,Jean Servais,Roger Dumas,Philippe de Broca,Jean-Paul Rappeneau|Ariane Mnouchkine|Daniel Boulanger|Philippe de Broca|Jean-Paul Rappeneau|Ariane Mnouchkine|Daniel Boulanger|Philippe de Broca|Daniel Boulanger,Georges Dancigers|Alexandre Mnouchkine,Edmond Séchan,Françoise Javet,Mauro Monteiro,Georges Delerue
rl2839840257,tt2313896,Beneath the Harvest Sky (2013),Emory Cohen,Callan McAuliffe,Kymberli Bryant,Zoe Levin,Aron Gaudet|Gita Pullapilly,Aron Gaudet|Gita Pullapilly,Aron Gaudet|Gita Pullapilly|Kavita Pullapilly,Steven Capitano Calitri,Aron Gaudet,Michael Bricker,Dustin Hamman
rl2724562433,tt3723828,This Ain't No Mouse Music (2013),Ry Cooder,Michael Doucet,Lightnin Hopkins,Flaco Jiménez,Maureen Gosling|Chris Simon,NONE,Maureen Gosling|Chris Simon,Chris Simon,Maureen Gosling,NONE,NONE
rl2306115073,tt3204012,Tiger & Bunny: The Rising (2014),Hiroaki Hirata,Masakazu Morita,Yûichi Nakamura,Hôchû Ôtsuka,Yoshitomo Yonetani,Masafumi Nishida,Chika Matsui|Kazuhiko Tamura,Haruhi Goto|Yui Tanaka,Hiroshi Okuda,NONE,Yoshihiro Ike
rl1196656129,tt1450321,Filth (2013),James McAvoy,Jamie Bell,Eddie Marsan,Imogen Poots,Jon S. Baird,Jon S. Baird|Irvine Welsh,Mark Amin|Christian Angermayer|Jon S. Baird|Will Clarke|Stephen Mao|Ken Marshall|James McAvoy|Jens Meurer|Celine Rattray|Trudie Styler,Matthew Jensen,Mark Eckersley,Mike Gunn,Clint Mansell
rl3161228801,tt2961890,Rocks in My Pockets (2014),Signe Baumane,NONE,NONE,NONE,Signe Baumane,Signe Baumane,Signe Baumane,NONE,Signe Baumane|Wendy Cong Zhao,Signe Baumane,Kristian Sensini
rl544966145,tt2238050,White Bird in a Blizzard (2014),Shailene Woodley,Eva Green,Christopher Meloni,Angela Bassett,Gregg Araki,Gregg Araki|Laura Kasischke,Gregg Araki|Pascal Caucheteux|Pavlina Hatoupis|Sébastien K. Lemercier|Alix Madigan,Sandra Valde-Hansen,Gregg Araki,Todd Fjelsted,Harold Budd|Robin Guthrie
rl2992276993,tt2328922,It Felt Like Love (2013),Gina Piersanti,Nyck Caution,Giovanna Salimeni,Nugget,Eliza Hittman,Eliza Hittman,Eliza Hittman|Shrihari Sathe|Laura Wagner,Sean Porter,Scott Cummings|Carlos Marques-Marcet,James Boxer,NONE
rl1414563329,tt2859246,Rakuen Tsuiho: Expelled from Paradise (2014),Rie Kugimiya,Wendee Lee,Steve Blum,"""Shinichirô Miki""",Seiji Mizushima,Clark Cheng|Gen Urobuchi,Koichi Noguchi,Kôjirô Hayashi,Masato Yoshitake,NONE,Narasaki
rl2153547265,tt3794204,Gekijouban K: Missing Kings (2014),Daisuke Namikawa,Daisuke Ono,Tomokazu Sugita,Mikako Komatsu,Shingo Suzuki,NONE,Jamie Simone,NONE,Ayako Tan,NONE,Mikio Endo
rl776439297,tt2309224,Big Bad Wolves (2013),Lior Ashkenazi,Rotem Keinan,Tzahi Grad,"""Dovale Glickman""",Aharon Keshales|Navot Papushado,Aharon Keshales|Navot Papushado,Leon Edery|Moshe Edery|Tami Leon|Chilik Michaeli|Avraham Pirchi,Giora Bejach,Asaf Korman,Arad Sawat,Haim Frank Ilfman
rl1532200449,tt2375574,A Field in England (2013),Julian Barratt,Peter Ferdinando,Richard Glover,Ryan Pope,Ben Wheatley,Amy Jump|Ben Wheatley,Claire Jones|Andrew Starke,Laurie Rose,Amy Jump|Ben Wheatley,Andy Kelly,Jim Williams
rl274630145,tt0031514,Le Jour Se Leve (1939),Jean Gabin,Jacqueline Laurent,Arletty,Jules Berry,Marcel Carné,Jacques Viot|Jacques Prévert,Jean-Pierre Frogerais,Philippe Agostini|André Bac|Albert Viguier,René Le Hénaff,NONE,Maurice Jaubert
rl3042084353,tt2176786,For a Woman (2013),Benoît Magimel,Mélanie Thierry,Nicolas Duvauchelle,Sylvie Testud,Diane Kurys,Diane Kurys,Alexandre Arcady|Diane Kurys,Gilles Henry,Sylvie Gadmer,Tony Egry,Armand Amar
rl2119796225,tt0498351,The Hero of Color City (2014),Owen Wilson,Christina Ricci,Rosie Perez,Wayne Brady,Frank Gladstone,Jess Kedward|J.P. McCormick|Kirsty Peart|Rich Raczelowski,John D. Eraklis|Max Howard|Lifeng Wang,NONE,NONE,Philip A. Cruden,Zoë Poledouris|Angel Roché Jr.
rl1296532993,tt2368635,Bird People (2014),Josh Charles,Anaïs Demoustier,Roschdy Zem,Radha Mitchell,Pascale Ferran,Guillaume Bréaud|Pascale Ferran,Denis Freyd,Julien Hirsch,Mathilde Muyard,Thierry François,Béatrice Thiriet
rl2406581761,tt1670994,Six Dance Lessons in Six Weeks (2014),Gena Rowlands,Cheyenne Jackson,Jacki Weaver,Rita Moreno,Arthur Allan Seidelman,Richard Alfieri|Richard Alfieri,Thomas H. Brodek|György Gattyán|András Somkuti,Vilmos Zsigmond,Bert Glatstein,Tibor Lázár,Atti Pacsay
rl188777985,tt2418372,Abuse of Weakness (2013),Isabelle Huppert,Kool Shen,Laurence Ursino,Christophe Sermet,Catherine Breillat,Catherine Breillat,Jean-François Lepetit,Alain Marcoen,Pascale Chavance,Pierre-François Limbosch,Didier Lockwood
rl2087683585,tt2552316,Sagrada: The Mystery of Creation (2012),Jordi Bonet i Armengol,Etsuro Sotoo,Anna Huber,Jean-Luc Bideau,Stefan Haupt,Stefan Haupt,Stefan Haupt,Patrick Lindenmaier,Christof Schertenleib,NONE,J.P. Goljadkin
rl3545204225,tt3057836,Documented (2013),Emelie Salinas,Leonila Salinas,Jose Antonio Vargas,NONE,Jose Antonio Vargas|Ann Lupo,Jose Antonio Vargas,Janet Yang,Clarissa delos Reyes,Sabrina Schmidt Gordon,NONE,Brendon Anderegg
rl2018936321,tt2955096,Happy Christmas (2014),Anna Kendrick,Melanie Lynskey,Mark Webber,Lena Dunham,Joe Swanberg,Joe Swanberg,Peter Gilbert|Joe Swanberg,Ben Richardson,NONE,NONE,NONE
rl190678529,tt2210834,Jimmy P: Psychotherapy Of A Plains Indian (2013),Benicio Del Toro,Mathieu Amalric,Gina McKee,Larry Pine,Arnaud Desplechin,Georges Devereux|Arnaud Desplechin|Julie Peyr|Kent Jones|Sherman Alexie,Pascal Caucheteux|Jennifer Roth|Grégoire Sorlat,Stéphane Fontaine,Laurence Briaud,Dina Goldman,Mike Kourtzer|Howard Shore
rl1768982017,tt2729818,Southern Baptist Sissies (2013),Emerson Collins,Leslie Jordan,Dale Dickey,Willam Belli,Del Shores,Del Shores,Emerson Collins|Del Shores,Nickolas Dylan Rossi,Donna Mathewson,Jeff Robinson,Joe Patrick Ward
rl2118354433,tt2386502,A Long Way Off (2014),Robert Davi,Edie McClurg,John Diehl,Jason Burkey,Michael Davis|John Errington,Jon Macy,Michael Davis,John Errington,Blake Godfrey,Kara Williamson,Craig Brandwein
rl3529541121,tt3103326,Manakamana (2013),Chabbi Lal Gandharba,Anish Gandharba,Bindu Gayek,Narayan Gayek,Stephanie Spray|Pacho Velez,NONE,Lucien Castaing-Taylor|Verena Paravel,NONE,Stephanie Spray|Pacho Velez,NONE,NONE
rl3027928577,tt2170242,Yellow Day (2015),Drew Seeley,Lindsey Shaw,Ashley Boettcher,Akeem Smith,Carl Lauten,G.P. Galle Jr.|G.P. Galle Jr.,G.P. Galle Jr.|Robert Gros|Blake Hester|Marsha Posner Williams,Joseph Arena,David Abramson|Don Brochu|Blake Hester,Jessie Ball,Luke Denton
rl828999169,tt0045251,Othello (1951),Orson Welles,Micheál MacLiammóir,Robert Coote,Suzanne Cloutier,Orson Welles,Jean Sacha|William Shakespeare|Orson Welles,NONE,G.R. Aldo|Anchise Brizzi|George Fanto|Alberto Fusi|Oberdan Troiani,Jenö Csepreghy|Renzo Lucidi|William Morton|Jean Sacha,Alexandre Trauner,Alberto Barberis|Angelo Francesco Lavagnino
rl2641593857,tt0262792,Stations of the Elevated (1981),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl306873857,tt2626926,Closed Curtain (2013),Kambuzia Partovi,Maryam Moghadam,Jafar Panahi,Hadi Saeedi,Jafar Panahi|Kambuzia Partovi,Jafar Panahi,Jafar Panahi|Yousef Panahi,Mohammad Reza Jahanpanah,Jafar Panahi,NONE,NONE
rl3965617665,tt2560102,Lilting (2014),Pei-Pei Cheng,Ben Whishaw,Andrew Leung,Peter Bowles,Hong Khaou,Hong Khaou,Dominic Buchanan,Urszula Pontikos,Mark Towns,Miren Marañón,Stuart Earl
rl2237629953,tt2435458,Last Weekend (2014),Patricia Clarkson,Zachary Booth,Joseph Cross,Chris Mulkey,Tom Dolby|Tom Williams,Tom Dolby,Mike S. Ryan,Paula Huidobro,David Gray|Michael R. Miller,Amy Williams,Stephen Barton
rl358974977,tt3093520,Monk with a Camera (2014),The Dalai Lama,Khyongla Rinpoche,Nicky Vreeland,Alexander Vreeland,Tina Mascara|Guido Santi,NONE,Vishwanath Alluri|Tina Mascara|Guido Santi,Ugo Lo Pinto|Ralph Q. Smith,Tina Mascara|Guido Santi,NONE,Aldo De Scalzi|Pivio
rl1381074433,tt2475154,Elena (2012),Li An,Elena Andrade,Petra Costa,NONE,Petra Costa,Petra Costa|Carolina Ziskind,Petra Costa,"""Janice DAvila""|Will Etchebehere|Miguel Vassy",Tina Baz|Idê Lacreta|Marilia Moraes,NONE,Fil Pinheiro
rl2571863553,tt3398066,Christian Mingle (2014),Lacey Chabert,Jonathan Patrick Moore,Saidah Arrika Ekulona,Stephen Tobolowsky,Corbin Bernsen,Corbin Bernsen,Chris Aronoff|Corbin Bernsen,Scott Williams,Benjamin Jackendoff,Kevin Dwyer,Brenton Costa
rl477201921,tt3392330,Short Peace (2013),Kôichi Yamadera,Aoi Yûki,Takeshi Kusao,Saori Hayami,Hiroaki Andô|Hajime Katoki|Shuhei Morita|Katsuhiro Ôtomo,Shuhei Morita,David Del Rio,NONE,NONE,NONE,Minilogue
rl1480623617,tt1067765,Adult World (2013),Emma Roberts,Evan Peters,John Cusack,Cloris Leachman,Scott Coffey,Andy Cochran,Manu Gargi|Alex Goldstone|Justin Nappi|Joy Gorman Wettels,James Laxton,David Heinz|Gina Hirsch,"""Jeffrey M. OBrien""|David Storm",BC Smith
rl1163691521,tt0079820,The King and the Mockingbird (1980),Jean Martin,Pascal Mazzotti,Raymond Bussières,Agnès Viala,Paul Grimault,Hans Christian Andersen|Jacques Prévert|Paul Grimault|Jacques Prévert,Robert Dorfmann,Gérard Soirant,Paul Grimault,Lionel Charpy|Roger Duclent|Paul Grimault,Wojciech Kilar
rl2940634625,tt2246526,Born to Fly: Elizabeth Streb vs. Gravity (2014),Elizabeth Streb,Sarah Callan,Jaclyn Carlson,Laura Flanders,Catherine Gund,NONE,Catherine Gund|Tanya Selvaratnam,Kirsten Johnson|Albert Maysles|Ian McAlpin,Alex Meillier,NONE,Adam Crystal
rl2282456577,tt2147275,Emoticon ;) (2014),Livia De Paolis,Michael Cristofer,Carol Kane,Sônia Braga,Livia De Paolis,Sarah Nerboso|Livia De Paolis,Danelle Eliav|Livia De Paolis|Schuyler Weiss,Alex Disenhof,Vanessa Abbott,Katherine Akiko Day,Lindsay Marcus
rl1817609729,tt2171902,Happy Valley (2014),Joe Paterno,Jay Paterno,Andrew Shubin,Jerry Sandusky,Amir Bar-Lev,Amir Bar-Lev,John Battsek|Ken Dornstein|Jonathan Koch|Steven Michaels,Nelson Hume|Sean Kirby,Brian Funck|Dan Swietlik|David Zieff,NONE,H. Scott Salinas
rl1449035265,tt0116866,Level Five (1997),Catherine Belkhodja,Kenji Tokitsu,Nagisa Ôshima,Junichi Ushiyama,Chris Marker,Chris Marker,Anatole Dauman|Françoise Widhoff,Yves Angelo|Gérard de Battista|Chris Marker,NONE,NONE,Chris Marker
rl1095009793,tt3107070,Believe Me (2014),Alex Russell,Zachary Knighton,Johanna Braddy,Miles Fisher,Will Bakke,Michael B. Allen|Will Bakke,Alex Carroll,John W. Rutland,Will Bakke|Shane Hazen,George T. Morrow,Hanan Townshend
rl1299809793,tt3214002,Video Games: The Movie (2014),Sean Astin,Al Alcorn,Peter Armstrong,Cliff Bleszinski,Jeremy Snead,Jeremy Snead,Jeremy Snead,Jeremy Snead,Kenny Price,NONE,Craig Richey
rl1635157505,tt1783422,Two Lives (2012),Juliane Köhler,Liv Ullmann,Sven Nordin,Ken Duken,Georg Maas|Judith Kaufmann,Georg Maas|Christoph Tölle|Ståle Stein Berg|Judith Kaufmann|Hannelore Hippe|Hannelore Hippe|Änne Tröster,Axel Helgeland|Rudi Teichmann|Dieter Zeppenfeld,Judith Kaufmann,Hansjörg Weißbrich,Bader El Hindi,Christoph Kaiser|Julian Maas
rl139953665,tt2039345,Grand Piano (2013),Elijah Wood,John Cusack,Kerry Bishé,Tamsin Egerton,Eugenio Mira,Damien Chazelle,Rodrigo Cortés|Adrián Guerra,Unax Mendia,José Luis Romeu,Javier Alvariño,Víctor Reyes
rl3882059265,tt2492664,May in the Summer (2013),Cherien Dabis,Alaadin Khasawneh,Alia Shawkat,Nadine Malouf,Cherien Dabis,Cherien Dabis|Cherien Dabis,Cherien Dabis|Alix Madigan|Christopher Tricarico,Brian Rigney Hubbard,Sabine Hoffman,Ola Maslik,Kareem Roustom
rl4818433,tt2379318,Bright Days Ahead (2013),Fanny Ardant,Laurent Lafitte,Patrick Chesnais,Jean-François Stévenin,Marion Vernoux,Fanny Chesnel|Marion Vernoux|Fanny Chesnel|Marc Syrigas,François Kraus|Denis Pineau-Valencienne|Juliette Renaud,Nicolas Gaurin,Benoît Quinon,Yann Dury,Quentin Sirjacq
rl476218881,tt3092606,Memphis (2013),Willis Earl Beal,Constance Brantley,Larry Dodson,Pauline Dyer,Tim Sutton,Tim Sutton,John Baker,Chris Dapkins,Seth Bomse,Bart Mangrum,NONE
rl291407361,tt3716142,Lekar Hum Deewana Dil (2014),Armaan Jain,Deeksha Seth,Varun Badola,Nishikant Dixit,Arif Ali,Arif Ali,Saif Ali Khan|Dinesh Vijan,Laxman Utekar,Shan Mohammed,Snigdha Basu|Sumit Basu|Rajnish Hedao,A.R. Rahman
rl1767343617,tt2064960,The Great Flood (2012),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl3645670913,tt3508830,The Decent One (2014),Tobias Moretti,Sophie Rois,Antonia Moretti,Lotte Ledl,Vanessa Lapa,Vanessa Lapa|Vanessa Lapa|Ori Weisbrod|Ori Weisbrod,Vanessa Lapa,Jeremy Portnoi,Noam Amit|Sharon Brook,NONE,Gil Feldman|Daniel Salomon|Jonathan Sheffer
rl1064273409,tt2343158,Run & Jump (2013),Maxine Peake,Edward MacLiam,Will Forte,Ciara Gallagher,Steph Green,Steph Green|Ailbhe Keogan,Tamara Anghie|Martina Niland,Kevin Richey,Nathan Nugent,Stephen Daly,Sebastian Pille
rl3530130945,tt3072636,The Past is a Grotesque Animal (2014),Dottie Alexander,Derek Almstead,David Barnes,Kevin Barnes,Jason Miller,Jason Miller|Jason Miller|Andrew Napier|Andrew Napier,Jason Miller|Andrew Napier,Jason Miller,Jason Miller|Andrew Napier,NONE,Kevin Barnes|Of Montreal
rl2505541121,tt2992538,Guardian Angel (2014),Vahik Pirhamzei,Bokeem Woodbine,Justine Wachsberger,Colin Cunningham,Vahik Pirhamzei,Vahik Pirhamzei,Armen Balian|Sean Madadian|Vahik Pirhamzei,Gevorg Sarkisian,Chris Damadyan,NONE,Serouj Kradjian
rl2741536257,tt2351098,A Picture of You (2013),Jo Mei,Andrew Pang,Teyonah Parris,Lucas Dixon,J.P. Chan,J.P. Chan|J.P. Chan|Jo Mei,J.P. Chan|Robert M. Chang|Yasmine Gomez,Andrew Reed,Kevin Barker,Sara K. White,Yea-Ming Chen
rl779716097,tt3290882,Uzumasa Limelight (2014),Seizô Fukumoto,Chihiro Yamamoto,Masashi Gôda,Hirotarô Honda,Ken Ochiai,Hiroyuki Ono|Hiroyuki Ono,Ko Mori|Hiroyuki Ono|Shôhei Sano,Chris Freilich,Chieko Suzaki,Takashi Yoshida,Kazuma Jinnouchi|Nobuko Toda
rl1533576705,tt2312406,Peter Brook: The Tightrope (2012),Peter Brook,Hayley Carmichael,Jos Houben,Micha Lescot,Simon Brook,Peter Brook|Simon Brook,Peter Brook|Simon Brook,Alexis Kavyrchine,Barbara Bossuet|Josie Miljevic,Benoît Barouh|Yann Dury,Franck Krawczyk|Toshi Tsuchitori
rl75007489,tt2049589,Watchers of the Sky (2014),Benjamin Ferencz,Raphael Lemkin,Matt Mitler,Luis Moreno-Ocampo,Edet Belzberg,Samantha Power,Edet Belzberg|Amelia Green-Dove|Kerry Propper,Edet Belzberg|Sam Cullman|Mai Iskander|Martina Radwan|Jerry Risius|Nelson Walker III,Jenny Golden|Karen Sim,NONE,Dougie Bowne
rl1683785217,tt2732932,The Kill Team (2013),Adam Winfield,Christopher Winfield,Emma Winfield,Alaina Winfield,Dan Krauss,NONE,Linda Davis|Dan Krauss,Dan Krauss,Lawrence Lerew,NONE,Justin Melland
rl1635485185,tt2409302,Why Don't You Play in Hell? (2013),Jun Kunimura,Fumi Nikaidô,"""Shinichi Tsutsumi""",Hiroki Hasegawa,Sion Sono,Sion Sono,Takuyuki Matsuno|Tsuyoshi Suzuki,Hideo Yamamoto,"""Junichi Itô""",Hisao Inagaki,Sion Sono
rl1031046657,tt2407380,Test (2013),Scott Marlowe,Matthew Risch,Evan Boomer,Kevin Clarke,Chris Mason Johnson,Chris Mason Johnson,Chris Mason Johnson|Chris Martin,Daniel Marks,Christopher Branca|Chris Mason Johnson,Rollin Hunt,Ceiri Torjussen
